UDI,Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,TWF,HDF,PWF,OSF,RNF,Timestamp,Last_Maintenance_Date,Days_Until_Next_Maintenance,Type_encoded
5763,L52942,L,,,,,,0,0,0,0,0,0,2023-08-29 02:00:00,2023-08-29 02:00:00,0.0,1
5764,H35177,H,295.98857864613956,314.64931363422147,1472.0344427774678,41.77773368272734,69.15129749683084,0,0,0,0,0,0,2023-08-29 03:00:00,2023-08-29 02:00:00,0.0,0
5765,L52944,L,302.7647659893935,309.8010448110015,1556.461630935446,41.47138351326463,73.20074968785595,0,0,0,0,0,0,2023-08-29 04:00:00,2023-08-29 04:00:00,0.0,1
5766,L52945,L,300.8273407470823,317.79925078230127,1715.447742879391,33.397920775314454,82.68774718373156,0,0,0,0,0,0,2023-08-29 05:00:00,2023-08-29 05:00:00,0.0,1
5767,M20626,M,305.1262026046046,309.53612701002953,1414.4648900856903,44.91119318960988,79.3987386554913,0,0,0,0,0,0,2023-08-29 06:00:00,2023-08-29 05:00:00,0.0,2
5768,M20627,M,301.8141354734907,318.26431660120545,1405.1757972163878,49.29541836067084,81.25398168505842,0,0,0,0,0,0,2023-08-29 07:00:00,2023-08-29 05:00:00,0.0,2
5769,L52948,L,303.21022842492044,313.3316099610338,1473.1602448016272,48.33636751638534,80.72044835867766,0,0,0,0,0,0,2023-08-29 08:00:00,2023-08-29 05:00:00,0.0,1
5770,L52949,L,294.895230252207,311.2257513139204,1352.789692782561,53.133751739919305,84.29832285063361,0,0,0,0,0,0,2023-08-29 09:00:00,2023-08-29 09:00:00,0.0,1
5771,L52950,L,310.76568697332993,307.0453028620538,1428.1434368156042,45.56482100990571,87.1390106419589,0,0,0,0,0,0,2023-08-29 10:00:00,2023-08-29 09:00:00,0.0,1
5772,L52951,L,301.43102072282164,310.78696333024726,1532.5925399935868,46.63544770610742,92.27311333630767,0,0,0,0,0,0,2023-08-29 11:00:00,2023-08-29 11:00:00,0.0,1
5773,L52952,L,305.3503757840064,310.3464544364387,1699.827695772117,32.63970893164473,91.96790231669091,0,0,0,0,0,0,2023-08-29 12:00:00,2023-08-29 12:00:00,0.0,1
5774,H35187,H,298.3759161650303,305.31147526206627,1394.4911381733618,49.45708716667612,95.04403114584217,0,0,0,0,0,0,2023-08-29 13:00:00,2023-08-29 12:00:00,0.0,0
5775,L52954,L,303.4789346906191,310.0816121105893,1640.8813687009424,37.36881428704601,95.84744327140693,0,0,0,0,0,0,2023-08-29 14:00:00,2023-08-29 14:00:00,0.0,1
5776,L52955,L,296.25350923979744,307.3383942559863,1936.0063644776885,24.824911522986955,106.06905344354296,0,0,0,0,0,0,2023-08-29 15:00:00,2023-08-29 15:00:00,0.0,1
5777,L52956,L,304.2342531082801,313.8423006759803,1377.0354328557194,51.12317891571623,101.86326928993019,0,0,0,0,0,0,2023-08-29 16:00:00,2023-08-29 15:00:00,0.0,1
5778,L52957,L,300.5597003414042,317.2130787516898,1413.908464351832,47.06994317497848,106.68122080565148,0,0,0,0,0,0,2023-08-29 17:00:00,2023-08-29 15:00:00,0.0,1
5779,M20638,M,302.41137566402347,305.35832943978255,1465.622890886855,42.63001112477048,106.46280773505993,0,0,0,0,0,0,2023-08-29 18:00:00,2023-08-29 15:00:00,0.0,2
5780,L52959,L,305.3528369819881,319.11318873329924,1668.2568395415474,31.9464397243383,110.07827542778863,0,0,0,0,0,0,2023-08-29 19:00:00,2023-08-29 19:00:00,0.0,1
5781,L52960,L,,,,,,0,0,0,0,0,0,2023-08-29 20:00:00,2023-08-29 20:00:00,1.0,1
5782,M20641,M,,,,,,0,0,0,0,0,0,2023-08-29 21:00:00,2023-08-29 21:00:00,0.0,2
5783,L52962,L,304.3587581779192,314.64611029710125,1439.3808293800826,42.812638312143726,115.15965326303282,0,0,0,0,0,0,2023-08-29 22:00:00,2023-08-29 21:00:00,0.0,1
5784,H35197,H,311.92100536908816,309.0107003164108,1461.5523068871692,39.742935957711246,120.91049057853992,0,0,0,0,0,0,2023-08-29 23:00:00,2023-08-29 23:00:00,0.0,0
5785,M20644,M,301.75128626110524,310.7174919959641,1464.6785481910829,44.73925201820535,124.65572674334955,0,0,0,0,0,0,2023-08-30 00:00:00,2023-08-29 23:00:00,0.0,2
5786,L52965,L,304.9675815597385,309.2080749575733,1453.7890965084628,39.51982069654368,129.82535721622594,0,0,0,0,0,0,2023-08-30 01:00:00,2023-08-29 23:00:00,0.0,1
5787,L52966,L,301.79296637311495,307.37786272569133,1505.62942267361,38.65173346580988,132.11120970773288,0,0,0,0,0,0,2023-08-30 02:00:00,2023-08-30 02:00:00,0.0,1
5788,L52967,L,311.1120897495838,314.68813214872193,1628.5612923236447,41.466053603185806,131.07987416557162,0,0,0,0,0,0,2023-08-30 03:00:00,2023-08-30 03:00:00,0.0,1
5789,L52968,L,294.4339618940943,310.160178227317,1410.7908174871836,45.545361431022165,135.06050324249642,0,0,0,0,0,0,2023-08-30 04:00:00,2023-08-30 03:00:00,0.0,1
5790,M20649,M,302.81002928751286,304.7768148131035,1446.2992778699534,51.78696548001347,134.70119145083362,0,0,0,0,0,0,2023-08-30 05:00:00,2023-08-30 03:00:00,0.0,2
5791,M20650,M,294.88750360695536,313.7788289719098,1547.3401463631349,36.97600430218951,142.81307374243403,0,0,0,0,0,0,2023-08-30 06:00:00,2023-08-30 06:00:00,0.0,2
5792,M20651,M,290.98104132822067,305.6581642760548,1506.710682485412,43.338886178131666,140.95992623260926,0,0,0,0,0,0,2023-08-30 07:00:00,2023-08-30 07:00:00,0.0,2
5793,M20652,M,,,,,,0,0,0,0,0,0,2023-08-30 08:00:00,2023-08-30 08:00:00,0.0,2
5794,L52973,L,303.014511457596,316.88111047837265,1495.6076245348893,47.46366282669211,146.64171794108032,0,0,0,0,0,0,2023-08-30 09:00:00,2023-08-30 08:00:00,0.0,1
5795,M20654,M,,,,,,0,0,0,0,0,0,2023-08-30 10:00:00,2023-08-30 08:00:00,0.0,2
5796,M20655,M,301.99740287806924,300.55959466786754,1474.8008445183764,42.63978227123614,158.8922354647298,0,0,0,0,0,0,2023-08-30 11:00:00,2023-08-30 08:00:00,0.0,2
5797,L52976,L,316.3702635732954,314.0148420876776,1414.970660602798,57.89161384659549,157.4092809476126,0,0,0,0,0,0,2023-08-30 12:00:00,2023-08-30 12:00:00,0.0,1
5798,L52977,L,301.0064538759781,309.5779921627159,1398.1535236497787,45.910942681779225,158.19726903756796,0,0,0,0,0,0,2023-08-30 13:00:00,2023-08-30 12:00:00,0.0,1
5799,L52978,L,,,,,,0,0,0,0,0,0,2023-08-30 14:00:00,2023-08-30 14:00:00,0.0,1
5800,L52979,L,299.12767925869787,309.32821372767177,1568.2413316177465,36.564339596860584,165.2250201042756,0,0,0,0,0,0,2023-08-30 15:00:00,2023-08-30 15:00:00,0.0,1
5801,L52980,L,303.4234322242138,311.98415964866285,1431.9740658300727,47.627586699716645,162.41911468680993,0,0,0,0,0,0,2023-08-30 16:00:00,2023-08-30 15:00:00,0.0,1
5802,L52981,L,300.9975402829243,307.27745481222127,1423.955063057684,46.49245206184002,166.3499337014905,0,0,0,0,0,0,2023-08-30 17:00:00,2023-08-30 15:00:00,0.0,1
5803,L52982,L,300.1141577230889,317.70786293022627,1520.8735821428177,40.8761406340384,174.38261430396,0,0,0,0,0,0,2023-08-30 18:00:00,2023-08-30 15:00:00,0.0,1
5804,L52983,L,310.3527587198517,303.99159606267136,1660.7802759341732,33.430017634209946,167.22654986827192,0,0,0,0,0,0,2023-08-30 19:00:00,2023-08-30 19:00:00,0.0,1
5805,L52984,L,307.43460107506803,312.98190771494353,1359.348227813204,49.29428970900341,173.56330974612166,0,0,0,0,0,0,2023-08-30 20:00:00,2023-08-30 19:00:00,0.0,1
5806,M20665,M,302.60320205001204,313.9049720084987,1526.6595424484178,42.32511805392801,174.83600231007793,0,0,0,0,0,0,2023-08-30 21:00:00,2023-08-30 21:00:00,0.0,2
5807,L52986,L,291.50279452065894,307.34501228938177,1440.192392382739,47.886064460627686,178.5302364949503,0,0,0,0,0,0,2023-08-30 22:00:00,2023-08-30 21:00:00,0.0,1
5808,M20667,M,300.33980683838905,306.1091687803019,1509.261867023947,40.303303596020335,178.17454844835498,0,0,0,0,0,0,2023-08-30 23:00:00,2023-08-30 21:00:00,0.0,2
5809,L52988,L,314.2739262246321,315.7601309144148,1754.1002944125526,29.789669158491026,180.2840566685517,0,0,0,0,0,0,2023-08-31 00:00:00,2023-08-31 00:00:00,0.0,1
5810,H35223,H,300.8327759097348,306.3630097564719,1594.5331329260525,40.199526454562644,184.6562183341533,0,0,0,0,0,0,2023-08-31 01:00:00,2023-08-31 01:00:00,0.0,0
5811,L52990,L,306.8988276939712,308.16095852726323,1839.5140588305226,24.68836672904197,187.678745763328,0,0,0,0,0,0,2023-08-31 02:00:00,2023-08-31 02:00:00,0.0,1
5812,L52991,L,308.43931348711243,315.2523927405964,1436.6690669373447,42.44932643648661,184.24454235296784,0,0,0,0,0,0,2023-08-31 03:00:00,2023-08-31 03:00:00,0.0,1
5813,L52992,L,,,,,,0,0,0,0,0,0,2023-08-31 04:00:00,2023-08-31 04:00:00,0.0,1
5814,L52993,L,297.95386431921173,302.5897994554401,1782.6460090246262,32.30124077544444,194.082520304789,0,0,0,0,0,0,2023-08-31 05:00:00,2023-08-31 05:00:00,0.0,1
5815,M20674,M,290.8074032708228,319.17581701093843,1397.4150124351943,51.044051917063705,193.87714628982442,0,0,0,0,0,0,2023-08-31 06:00:00,2023-08-31 06:00:00,0.0,2
5816,L52995,L,304.8936360293682,308.51967700056247,1658.6392449654763,36.62172173065608,200.43745429349286,0,0,0,0,0,0,2023-08-31 07:00:00,2023-08-31 07:00:00,0.0,1
5817,L52996,L,298.1772484532166,309.11519265826695,1613.1161014088016,39.37993822549667,199.80501564307502,0,0,0,0,0,0,2023-08-31 08:00:00,2023-08-31 08:00:00,0.0,1
5818,L52997,L,302.6835965840862,312.19700884072506,1532.4046030877414,36.54419318865336,203.87414442782787,0,0,0,0,0,0,2023-08-31 09:00:00,2023-08-31 09:00:00,0.0,1
5819,L52998,L,296.19894937459236,313.9252092157389,1558.884823764142,39.5466652418547,212.2809802634703,0,0,0,0,0,0,2023-08-31 10:00:00,2023-08-31 10:00:00,0.0,1
5820,L52999,L,300.67654003784287,320.17749686663456,1414.352078210435,45.63324934746968,211.5549961011914,0,0,0,0,0,0,2023-08-31 11:00:00,2023-08-31 11:00:00,0.0,1
5821,L53000,L,302.0361757356482,303.33127994404754,1695.0752046187833,29.7296296219478,211.71373034382233,0,0,0,0,0,0,2023-08-31 12:00:00,2023-08-31 12:00:00,0.0,1
5822,L53001,L,,,,,,0,0,0,0,0,0,2023-08-31 13:00:00,2023-08-31 13:00:00,0.0,1
5823,M20682,M,,,,,,0,0,0,0,0,0,2023-08-31 14:00:00,2023-08-31 14:00:00,0.0,2
5824,L53003,L,307.22620972841094,310.3581011752667,1525.0532132587216,43.201079455883836,216.81918574999554,0,0,0,0,0,0,2023-08-31 15:00:00,2023-08-31 15:00:00,0.0,1
5825,L53004,L,,,,,,0,0,0,0,0,0,2023-08-31 16:00:00,2023-08-31 16:00:00,0.0,1
5826,L53005,L,294.2685152679283,315.47217791400124,1378.611569409113,44.53059393566806,224.70320058402598,0,0,0,0,0,0,2023-08-31 17:00:00,2023-08-31 17:00:00,0.0,1
5827,M20686,M,301.3876406592507,304.63274622601966,1482.0590465108355,44.34131270180188,228.66999712085737,0,0,0,0,0,0,2023-08-31 18:00:00,2023-08-31 18:00:00,0.0,2
5828,L53007,L,302.0398611222729,319.2884868114221,1675.3194728874523,42.67956040141928,2.6290391268867577,0,0,0,0,0,0,2023-08-31 19:00:00,2023-08-31 19:00:00,0.0,1
5829,L53008,L,302.61393284519215,303.8053671966712,1488.4142697730053,41.35289570597028,6.12397831806781,0,0,0,0,0,0,2023-08-31 20:00:00,2023-08-31 20:00:00,0.0,1
5830,M20689,M,307.97817197666683,305.7869925990288,1612.585790104638,36.61223470223202,-3.930890098877045,0,0,0,0,0,0,2023-08-31 21:00:00,2023-08-31 21:00:00,0.0,2
5831,M20690,M,300.808561177056,309.9748965901112,1434.5141437526913,45.35947173511922,13.778805176082345,0,0,0,0,0,0,2023-08-31 22:00:00,2023-08-31 21:00:00,0.0,2
5832,L53011,L,301.33995405818183,320.3082590745841,1442.5132689085806,53.27989127963457,9.697686326076495,0,0,0,0,0,0,2023-08-31 23:00:00,2023-08-31 23:00:00,0.0,1
5833,L53012,L,296.86719333263983,309.75743304104543,1662.3852867912178,35.22753787702866,18.825949460564136,0,0,0,0,0,0,2023-09-01 00:00:00,2023-09-01 00:00:00,0.0,1
5834,L53013,L,305.61568736072337,311.0505570676775,1422.851831748152,48.14375848521097,19.01711298244953,0,0,0,0,0,0,2023-09-01 01:00:00,2023-09-01 00:00:00,0.0,1
5835,L53014,L,302.7224011423669,318.0017837646224,1411.1818655162226,52.115628818213246,18.23794911591474,0,0,0,0,0,0,2023-09-01 02:00:00,2023-09-01 00:00:00,0.0,1
5836,L53015,L,299.97421819926393,309.7945832536152,1644.3880101559125,33.13446502830247,17.006123378950317,0,0,0,0,0,0,2023-09-01 03:00:00,2023-09-01 03:00:00,0.0,1
5837,L53016,L,293.1227351115012,305.5851993397423,1499.2490026013747,42.26247358260676,20.458466421506824,0,0,0,0,0,0,2023-09-01 04:00:00,2023-09-01 04:00:00,0.0,1
5838,M20697,M,308.4531488524929,309.1474412247965,1874.3276359841843,28.470245336884396,16.46608343267053,0,0,0,0,0,0,2023-09-01 05:00:00,2023-09-01 05:00:00,0.0,2
5839,M20698,M,296.40163785370623,317.6149764066224,1481.625224811653,39.98585622138202,27.696806304624396,0,0,0,0,0,0,2023-09-01 06:00:00,2023-09-01 05:00:00,0.0,2
5840,M20699,M,299.2958406802746,311.5316311586873,1522.7054087486772,39.98307995340202,20.59738060796621,0,0,0,0,0,0,2023-09-01 07:00:00,2023-09-01 07:00:00,0.0,2
5841,M20700,M,303.51444591693644,320.1350167513848,1586.9115474049622,34.37357331362239,30.134608349693732,0,0,0,0,0,0,2023-09-01 08:00:00,2023-09-01 08:00:00,0.0,2
5842,M20701,M,296.4434689105949,314.55335814297325,1655.7280296523254,33.95955843110013,38.47122367278254,0,0,0,0,0,0,2023-09-01 09:00:00,2023-09-01 09:00:00,0.0,2
5843,L53022,L,295.19315028503,308.182449113182,1283.7956804944452,52.32501130891621,39.088157097626144,0,0,0,0,0,0,2023-09-01 10:00:00,2023-09-01 10:00:00,0.0,1
5844,L53023,L,292.42627032761186,311.4390248322178,1778.8185442573667,30.809175958239713,34.56737603660371,0,0,0,0,0,0,2023-09-01 11:00:00,2023-09-01 11:00:00,0.0,1
5845,L53024,L,305.2640453917742,307.10714421942026,1467.0542931508737,39.324832015972035,37.116731195349665,0,0,0,0,0,0,2023-09-01 12:00:00,2023-09-01 11:00:00,0.0,1
5846,M20705,M,299.5060485333351,308.07189402849434,1711.298277917899,29.71521789207743,41.26904896199564,0,0,0,0,0,0,2023-09-01 13:00:00,2023-09-01 13:00:00,0.0,2
5847,L53026,L,315.2974974024923,332.2610380547945,1622.4463146372034,35.135141050992644,46.22707825649861,0,0,0,0,0,0,2023-09-01 14:00:00,2023-09-01 14:00:00,0.0,1
5848,L53027,L,297.46360787710637,316.06691795057776,1357.169430443085,45.49855848602629,50.53963180730669,0,0,0,0,0,0,2023-09-01 15:00:00,2023-09-01 14:00:00,0.0,1
5849,L53028,L,297.79524657486564,315.3297316828417,2367.1049191290786,19.037918911836712,51.75037009936524,0,0,0,0,0,0,2023-09-01 16:00:00,2023-09-01 16:00:00,0.0,1
5850,M20709,M,,,,,,0,0,0,0,0,0,2023-09-01 17:00:00,2023-09-01 16:00:00,0.0,2
5851,L53030,L,302.9915188020322,318.44527628855883,1580.0789666338694,37.307363719578944,56.79265571852618,0,0,0,0,0,0,2023-09-01 18:00:00,2023-09-01 18:00:00,0.0,1
5852,L53031,L,,,,,,0,0,0,0,0,0,2023-09-01 19:00:00,2023-09-01 19:00:00,-1.0,1
5853,H35266,H,304.57068257603754,319.7055355158607,1838.2524058516588,25.80224236559012,60.41539010344577,0,0,0,0,0,0,2023-09-01 20:00:00,2023-09-01 20:00:00,0.0,0
5854,L53033,L,,,,,,0,0,0,0,0,0,2023-09-01 21:00:00,2023-09-01 21:00:00,-2.0,1
5855,L53034,L,295.5033107777937,303.9782175291409,1433.45876744045,55.35349842767192,68.10436483500375,0,0,0,0,0,0,2023-09-01 22:00:00,2023-09-01 22:00:00,0.0,1
5856,M20715,M,293.60877531692694,305.70621786384737,1435.8938829926526,46.06937347863183,70.80407469757041,0,0,0,0,0,0,2023-09-01 23:00:00,2023-09-01 22:00:00,0.0,2
5857,H35270,H,291.6745101531209,306.20251421503093,1557.8272154011825,40.05190663385155,76.43492677996325,0,0,0,0,0,0,2023-09-02 00:00:00,2023-09-02 00:00:00,0.0,0
5858,L53037,L,299.5305685974262,306.48258460045105,1728.0598068250913,26.855430994382754,78.46304535283957,0,0,0,0,0,0,2023-09-02 01:00:00,2023-09-02 01:00:00,0.0,1
5859,L53038,L,300.5179017382301,312.51367934519715,1334.3987665544666,48.99806480235358,76.40342568804792,0,0,0,0,0,0,2023-09-02 02:00:00,2023-09-02 01:00:00,0.0,1
5860,L53039,L,,,,,,0,0,0,0,0,0,2023-09-02 03:00:00,2023-09-02 03:00:00,0.0,1
5861,L53040,L,,,,,,0,0,0,0,0,0,2023-09-02 04:00:00,2023-09-02 04:00:00,0.0,1
5862,L53041,L,,,,,,0,0,0,0,0,0,2023-09-02 05:00:00,2023-09-02 05:00:00,-1.0,1
5863,L53042,L,300.46449025374795,310.96976129231007,1465.291999904005,44.89511787202095,83.40118570647313,0,0,0,0,0,0,2023-09-02 06:00:00,2023-09-02 05:00:00,0.0,1
5864,M20723,M,293.82910216691494,320.2504568633347,1779.132602259117,28.743371212524455,91.56758885208835,0,0,0,0,0,0,2023-09-02 07:00:00,2023-09-02 07:00:00,0.0,2
5865,M20724,M,299.4100920371232,317.9641124846213,1503.9851790057821,39.426578216144,92.79703885812236,0,0,0,0,0,0,2023-09-02 08:00:00,2023-09-02 07:00:00,0.0,2
5866,M20725,M,,,,,,0,0,0,0,0,0,2023-09-02 09:00:00,2023-09-02 07:00:00,0.0,2
5867,L53046,L,299.09905335524877,301.69735496675423,1497.565299334859,47.15029852448361,98.81107645918682,0,0,0,0,0,0,2023-09-02 10:00:00,2023-09-02 07:00:00,0.0,1
5868,L53047,L,298.91459389231596,309.97996033210194,1462.9907229776838,47.906461035542485,99.54714749932464,0,0,0,0,0,0,2023-09-02 11:00:00,2023-09-02 07:00:00,0.0,1
5869,L53048,L,299.11595273866186,308.0833233171704,1760.1165713135763,30.86942425710641,101.921375098036,0,0,0,0,0,0,2023-09-02 12:00:00,2023-09-02 12:00:00,0.0,1
5870,L53049,L,300.32990457750043,312.06639670625077,2061.3344124456034,22.783567863586818,104.71253241406399,0,0,0,0,0,0,2023-09-02 13:00:00,2023-09-02 13:00:00,0.0,1
5871,L53050,L,299.19765422164,311.5175669426887,2059.36988587867,19.36765172791947,103.25440514433919,0,0,0,0,0,0,2023-09-02 14:00:00,2023-09-02 14:00:00,0.0,1
5872,L53051,L,303.03531003405266,311.3949075016859,1475.0243017654172,53.31739318181147,103.26161167351353,0,0,0,0,0,0,2023-09-02 15:00:00,2023-09-02 14:00:00,0.0,1
5873,M20732,M,303.7268557849992,313.4507187580252,1509.2704220116832,45.46006301853658,107.59447551587924,0,0,0,0,0,0,2023-09-02 16:00:00,2023-09-02 16:00:00,0.0,2
5874,M20733,M,297.9468912564459,305.4256886339493,1413.980584896288,47.46978960396834,113.57648926808523,0,0,0,0,0,0,2023-09-02 17:00:00,2023-09-02 16:00:00,0.0,2
5875,M20734,M,307.86854162476374,313.02506725686055,1670.435402669696,37.295901751300384,113.12302022769227,0,0,0,0,0,0,2023-09-02 18:00:00,2023-09-02 18:00:00,0.0,2
5876,M20735,M,297.6314096922987,308.94270203540344,1597.8902690192094,43.1398868506645,124.17014099184786,0,0,0,0,0,0,2023-09-02 19:00:00,2023-09-02 19:00:00,0.0,2
5877,L53056,L,294.73132993363276,312.0358686433872,1438.385690985081,55.84973098099605,122.27847247321195,0,0,0,0,0,0,2023-09-02 20:00:00,2023-09-02 20:00:00,0.0,1
5878,L53057,L,303.8201701241083,315.580448028043,1424.2925542633109,45.028320830211804,123.34619125493482,0,0,0,0,0,0,2023-09-02 21:00:00,2023-09-02 20:00:00,0.0,1
5879,L53058,L,298.2713965089222,305.27010326164543,1540.192217835527,49.62185406590561,123.24325813156854,0,0,0,0,0,0,2023-09-02 22:00:00,2023-09-02 22:00:00,0.0,1
5880,L53059,L,303.4498490383957,309.68361329509963,1685.9685356543207,33.116123415080104,129.65316599767428,0,0,0,0,0,0,2023-09-02 23:00:00,2023-09-02 23:00:00,0.0,1
5881,L53060,L,291.157915825707,310.5452882663,1404.4296340120661,53.88572672795627,125.48863826214836,0,0,0,0,0,0,2023-09-03 00:00:00,2023-09-02 23:00:00,0.0,1
5882,L53061,L,308.32127881164826,308.69334478224573,1944.2735404153032,26.02339371112905,131.91488498434148,0,0,0,0,0,0,2023-09-03 01:00:00,2023-09-03 01:00:00,0.0,1
5883,L53062,L,305.046366514211,315.31098582973743,1473.8846362636446,39.46384168219513,131.73813931007825,0,0,0,0,0,0,2023-09-03 02:00:00,2023-09-03 01:00:00,0.0,1
5884,L53063,L,295.1655740666291,307.7287555766361,1806.6557574088101,29.240695520132707,135.35036960617157,0,0,0,0,0,0,2023-09-03 03:00:00,2023-09-03 03:00:00,0.0,1
5885,M20744,M,295.16435455593853,308.5008595829175,1466.1511714567548,44.32250001009664,138.4088799325143,0,0,0,0,0,0,2023-09-03 04:00:00,2023-09-03 03:00:00,0.0,2
5886,L53065,L,309.49414367802603,307.7777490380479,1681.8498302947053,31.82881804040893,136.6806711093997,0,0,0,0,0,0,2023-09-03 05:00:00,2023-09-03 05:00:00,0.0,1
5887,L53066,L,298.63613418435295,316.2105569250837,1502.964467326959,43.9483911594708,137.15880657627943,0,0,0,0,0,0,2023-09-03 06:00:00,2023-09-03 05:00:00,0.0,1
5888,H35301,H,298.1960039835985,308.7954798790025,1458.784857170785,45.2754419549235,141.30072121295055,0,0,0,0,0,0,2023-09-03 07:00:00,2023-09-03 05:00:00,0.0,0
5889,M20748,M,291.7845420494937,313.2529018890491,1509.540717863528,43.19384224077633,151.54742820610048,0,0,0,0,0,0,2023-09-03 08:00:00,2023-09-03 08:00:00,0.0,2
5890,M20749,M,300.39454519598473,320.2458251488462,1254.4524521537783,57.52274116271179,153.08107984484076,0,0,0,0,0,0,2023-09-03 09:00:00,2023-09-03 09:00:00,0.0,2
5891,L53070,L,300.9542668095945,310.6498677702235,1646.981974766119,35.49543075680374,153.83267347938613,0,0,0,0,0,0,2023-09-03 10:00:00,2023-09-03 10:00:00,0.0,1
5892,L53071,L,305.24372278796886,316.20417677521414,1332.547473740931,55.34721947145222,162.7023150713647,0,0,0,0,0,0,2023-09-03 11:00:00,2023-09-03 11:00:00,0.0,1
5893,L53072,L,295.627593636249,318.92153551849117,1529.3668661595977,45.99210097603864,162.7233171073773,0,0,0,0,0,0,2023-09-03 12:00:00,2023-09-03 11:00:00,0.0,1
5894,M20753,M,294.97648640388127,315.8070096861071,1395.4400177819364,55.55004596528783,164.02322372254798,0,0,0,0,0,0,2023-09-03 13:00:00,2023-09-03 13:00:00,0.0,2
5895,L53074,L,303.84104401045556,310.8213738782655,1635.7724505066662,41.371098517991406,161.90175880966558,0,0,0,0,0,0,2023-09-03 14:00:00,2023-09-03 14:00:00,0.0,1
5896,M20755,M,306.36855315409235,313.9049100256523,1423.8976903267207,50.27138398737005,168.99102205948674,0,0,0,0,0,0,2023-09-03 15:00:00,2023-09-03 14:00:00,0.0,2
5897,L53076,L,294.5454705266033,304.7753775170766,1295.68913060333,58.76934394334759,169.9871341637643,0,0,0,0,0,0,2023-09-03 16:00:00,2023-09-03 16:00:00,0.0,1
5898,M20757,M,306.50884136333593,307.0495854496109,1555.2955817701393,41.74822160340586,168.9073810103014,0,0,0,0,0,0,2023-09-03 17:00:00,2023-09-03 17:00:00,0.0,2
5899,L53078,L,301.7613714362351,307.87026544207697,1249.1579611930356,60.24477650099932,173.69838896256724,0,0,0,0,0,0,2023-09-03 18:00:00,2023-09-03 18:00:00,0.0,1
5900,H35313,H,306.455842169994,321.0855263453129,1689.704100139783,29.392901889136475,172.99134191958623,0,0,0,0,0,0,2023-09-03 19:00:00,2023-09-03 19:00:00,0.0,0
5901,M20760,M,301.17151213366316,306.89729972211603,1504.071279750131,42.748267753936865,178.93282015931362,0,0,0,0,0,0,2023-09-03 20:00:00,2023-09-03 19:00:00,0.0,2
5902,L53081,L,290.1206308962969,306.82760763125077,1470.7167655429596,47.908775518566394,180.6849781846377,0,0,0,0,0,0,2023-09-03 21:00:00,2023-09-03 19:00:00,0.0,1
5903,L53082,L,300.79995952079,305.71470064708296,1608.0807605405564,39.22210514908292,188.77142548458258,0,0,0,0,0,0,2023-09-03 22:00:00,2023-09-03 22:00:00,0.0,1
5904,L53083,L,306.3122587563014,313.11978453356056,1897.631393694223,25.30033977520614,187.79450652985733,0,0,0,0,0,0,2023-09-03 23:00:00,2023-09-03 23:00:00,0.0,1
5905,M20764,M,297.3268459361913,311.16743384844244,1300.8298898128617,62.21448988146848,187.27190450031623,0,0,0,0,0,0,2023-09-04 00:00:00,2023-09-04 00:00:00,0.0,2
5906,H35319,H,299.6270368991099,315.58577088466836,1645.126605497606,33.32308755323073,194.49898929553322,0,0,0,0,0,0,2023-09-04 01:00:00,2023-09-04 01:00:00,0.0,0
5907,L53086,L,300.49046219792564,313.4413339461239,1519.5768479475466,38.22098011535137,198.00435556051144,0,0,0,0,0,0,2023-09-04 02:00:00,2023-09-04 02:00:00,0.0,1
5908,H35321,H,288.2057128115365,303.9401071991426,1430.5737320824983,48.1993499732989,203.04363085330831,0,0,0,0,0,0,2023-09-04 03:00:00,2023-09-04 03:00:00,0.0,0
5909,M20768,M,,,,,,0,0,0,0,0,0,2023-09-04 04:00:00,2023-09-04 04:00:00,-1.0,2
5910,H35323,H,297.19264999413133,316.5894104790193,1303.3307636310365,70.08589751098025,203.83603429307928,1,1,0,1,1,0,2023-09-04 05:00:00,2023-09-04 05:00:00,0.0,0
5911,M20770,M,303.69173117968114,309.3486130641389,1433.3546301422823,46.81332394178263,-1.4392160391705162,0,0,0,0,0,0,2023-09-04 06:00:00,2023-09-04 05:00:00,0.0,2
5912,M20771,M,300.9976657111064,315.95764435226624,1249.4101616617234,67.56041101780121,-0.3527421998170628,0,0,0,0,0,0,2023-09-04 07:00:00,2023-09-04 07:00:00,0.0,2
5913,M20772,M,,,,,,0,0,0,0,0,0,2023-09-04 08:00:00,2023-09-04 08:00:00,2.0,2
5914,H35327,H,303.13872979922,305.6716004253152,1462.8223056326026,53.893677555166434,12.14200974764433,0,0,0,0,0,0,2023-09-04 09:00:00,2023-09-04 09:00:00,0.0,0
5915,L53094,L,300.223906342698,308.8808124284015,1578.2955167477962,38.24318386334301,9.526621017090136,0,0,0,0,0,0,2023-09-04 10:00:00,2023-09-04 10:00:00,0.0,1
5916,M20775,M,297.1289976762444,305.66975956105176,1503.6274107069169,41.26051738875279,15.639297426869028,0,0,0,0,0,0,2023-09-04 11:00:00,2023-09-04 11:00:00,0.0,2
5917,L53096,L,304.82075596615095,307.55334896368686,1557.5067657215566,44.52807590380036,22.33986660789644,0,0,0,0,0,0,2023-09-04 12:00:00,2023-09-04 12:00:00,0.0,1
